user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
QRJ1597,Quinn Roth Jenkins,Salesman,Quinn.Roth.Jenkins@dtaa.com,378.0,2902.0,31743.0,718.0,1.9,49.0,7.68,10.94,424.0,55.0,9325.0,4160.0,3164.0,5362.0,799.0,189724.38,2052.0,389314430.0,342.0,83.98,6538.0,3274.0,3264.0,1.0,1259.0,334.0,17.3,1.0,0.18834457,304,1285,3944,1.01,0.98,24.67,11.01,5.43,8.37,14.19,8.66,8.63,2.11,-0.734337568283081,-1,96.0999984741211,"Unusual behavior pattern detected (file copy per day, intensity of actions per hour, usb download per day).",Anomaly,Critical
YNW2855,Yoshi Noel Wiley,ProductionLineWorker,Yoshi.Noel.Wiley@dtaa.com,436.0,3608.0,35013.0,926.0,2.12,106.0,8.28,9.7,555.0,245.0,11033.0,4874.0,3888.0,6164.0,981.0,274868.22,140.0,38481550.0,38.0,80.31,7433.0,3724.0,3709.0,1.0,998.0,1159.0,17.05,1.0,0.20935994,300,1255,3847,1.02,0.98,25.31,11.18,0.32,8.92,14.14,8.54,8.51,2.25,-0.7099266052246094,-1,95.97000122070312,"Unusual behavior pattern detected (after-hours device usage, usb upload per day, activity per day).",Anomaly,Critical
QAH1315,Quincy Alfreda Huffman,HardwareEngineer,Quincy.Alfreda.Huffman@dtaa.com,440.0,3796.0,16585.0,870.0,1.98,16.0,8.63,4.37,606.0,245.0,3028.0,696.0,1559.0,1160.0,309.0,229274.9,1327.0,304247780.0,314.0,37.69,7339.0,3679.0,3660.0,1.0,1033.0,1179.0,16.68,1.01,0.21764717,218,849,2616,1.1,0.97,6.88,1.58,3.02,3.54,2.64,8.36,8.32,0.7,-0.7028241157531738,-1,95.5999984741211,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, device connect per day).",Anomaly,Critical
UKC0543,Uriah Kermit Cleveland,MechanicalEngineer,Uriah.Kermit.Cleveland@dtaa.com,356.0,2695.0,28328.0,638.0,1.79,1.0,7.57,10.51,336.0,0.0,9378.0,2776.0,3535.0,4948.0,895.0,249067.4,1077.0,268245580.0,225.0,79.57,5640.0,2827.0,2813.0,1.0,228.0,0.0,15.84,1.0,0.20527866,277,1132,3276,1.05,1.04,26.34,7.8,3.03,9.93,13.9,7.94,7.9,2.51,-0.7093417644500732,-1,95.58999633789062,"Unusual behavior pattern detected (usb upload per day, file access per day, intensity of actions per hour).",Anomaly,Critical
NJS2498,Noble John Sweet,ElectricalEngineer,Noble.John.Sweet@dtaa.com,361.0,3535.0,29291.0,424.0,1.17,1.0,9.79,8.29,848.0,8.0,9015.0,4069.0,3048.0,5173.0,794.0,241665.23,1091.0,263656770.0,268.0,81.14,5623.0,2819.0,2804.0,1.0,514.0,0.0,15.58,1.01,0.27733707,259,1098,3278,1.01,1.0,24.97,11.27,3.02,8.44,14.33,7.81,7.77,2.2,-0.6942221522331238,-1,95.0199966430664,"Unusual behavior pattern detected (file copy per day, usb download per day, usb upload per day).",Anomaly,Critical
WAS2214,Winifred Alea Shaffer,StockroomClerk,Winifred.Alea.Shaffer@dtaa.com,364.0,3251.0,27588.0,413.0,1.13,6.0,8.93,8.49,468.0,14.0,8881.0,4001.0,3015.0,5060.0,806.0,499131.1,103.0,51410504.0,62.0,75.79,5647.0,2831.0,2816.0,1.0,1007.0,0.0,15.51,1.01,0.2765045,222,947,2798,1.0,1.02,24.4,10.99,0.28,8.28,13.9,7.78,7.74,2.21,-0.6921502947807312,-1,94.94999694824219,"Unusual behavior pattern detected (after-hours device usage, device disconnect per day, device connect per day).",Anomaly,Critical
GNT0221,Grace Nell Tate,Scientist,Grace.Nell.Tate@dtaa.com,398.0,3780.0,14004.0,711.0,1.79,13.0,9.5,3.7,407.0,91.0,2346.0,607.0,763.0,957.0,626.0,676925.8,1367.0,925357700.0,986.0,35.19,6846.0,3430.0,3416.0,1.0,1393.0,546.0,17.2,1.0,0.2353306,252,830,2404,1.3,1.04,5.89,1.53,3.43,1.92,2.4,8.62,8.58,1.57,-0.6993792653083801,-1,94.8499984741211,"Unusual behavior pattern detected (after-hours device usage, weekend device usage, email sent per day).",Anomaly,Critical
EGD3972,Emerald Gail Daniels,StockroomClerk,Emerald.Gail.Daniels@dtaa.com,247.0,2333.0,18029.0,458.0,1.85,25.0,9.45,7.73,523.0,0.0,5505.0,2542.0,1864.0,3130.0,511.0,585032.8,90.0,52652950.0,52.0,72.99,3917.0,1961.0,1956.0,1.0,686.0,0.0,15.86,1.0,0.27393362,245,895,2651,1.17,1.01,22.29,10.29,0.36,7.55,12.67,7.94,7.92,2.07,-0.6913543343544006,-1,94.73999786376953,"Unusual behavior pattern detected (device disconnect per day, daily device usage frequency, device connect per day).",Anomaly,Critical
FNW3564,Fiona Nola Washington,ElectricalEngineer,Fiona.Nola.Washington@dtaa.com,246.0,2039.0,19392.0,423.0,1.72,1.0,8.29,9.51,246.0,32.0,5819.0,2626.0,1962.0,3340.0,517.0,312317.56,735.0,229553400.0,232.0,78.83,4241.0,2124.0,2117.0,1.0,924.0,201.0,17.24,1.0,0.21005982,367,1294,3587,1.21,1.08,23.65,10.67,2.99,7.98,13.58,8.63,8.61,2.1,-0.6931537985801697,-1,94.73999786376953,"Unusual behavior pattern detected (file copy per day, usb download per day, usb upload per day).",Anomaly,Critical
KEM1208,Kay Elizabeth Mack,Scientist,Kay.Elizabeth.Mack@dtaa.com,140.0,1242.0,10073.0,140.0,1.0,1.0,8.87,8.11,140.0,10.0,3248.0,1037.0,826.0,2018.0,404.0,203202.1,443.0,90018536.0,105.0,71.95,2221.0,1113.0,1108.0,1.0,200.0,80.0,15.86,1.0,0.25112766,346,1199,3401,1.24,1.06,23.2,7.41,3.16,5.9,14.41,7.95,7.91,2.89,-0.698907196521759,-1,94.72000122070312,"Unusual behavior pattern detected (usb download per day, file access per day, activity per day).",Anomaly,Critical
LUK1182,Lynn Ulla Kirkland,SystemsEngineer,Lynn.Ulla.Kirkland@dtaa.com,356.0,3497.0,28945.0,375.0,1.05,20.0,9.82,8.28,388.0,0.0,8909.0,4001.0,2956.0,5131.0,822.0,240283.62,1100.0,264311980.0,255.0,81.31,6085.0,3048.0,3037.0,1.0,637.0,0.0,17.09,1.0,0.27513614,267,1108,3339,1.03,1.0,25.03,11.24,3.09,8.3,14.41,8.56,8.53,2.31,-0.7095799446105957,-1,94.69000244140625,"Unusual behavior pattern detected (after-hours device usage, avg active hours per day, usb download per day).",Anomaly,Critical
HGJ2592,Hyacinth Ginger Jackson,MechanicalEngineer,Hyacinth.Ginger.Jackson@dtaa.com,366.0,3334.0,28544.0,765.0,2.09,68.0,9.11,8.56,473.0,15.0,8450.0,3881.0,2904.0,4820.0,726.0,626460.4,1090.0,682841800.0,689.0,77.99,6161.0,3086.0,3075.0,1.0,213.0,0.0,16.83,1.0,0.22744377,277,1126,3380,1.05,1.0,23.09,10.6,2.98,7.93,13.17,8.43,8.4,1.98,-0.7022871375083923,-1,93.81999969482422,"Unusual behavior pattern detected (file copy per day, activity per day, usb upload per day).",Anomaly,Critical
MPB2578,Mohammad Prescott Blankenship,SoftwareDeveloper,Mohammad.Prescott.Blankenship@dtaa.com,365.0,3217.0,25800.0,434.0,1.19,1.0,8.81,8.02,512.0,13.0,7908.0,3592.0,2706.0,4478.0,724.0,221804.12,1200.0,266164940.0,264.0,70.68,4970.0,2489.0,2481.0,1.0,357.0,0.0,13.62,1.0,0.28998286,251,1034,3057,1.04,1.01,21.67,9.84,3.29,7.41,12.27,6.82,6.8,1.98,-0.7187135219573975,-1,93.69000244140625,"Unusual behavior pattern detected (usb upload per day, file copy per day, activity per day).",Anomaly,Critical
JCP1462,Jeanette Cameron Pugh,SystemsEngineer,Jeanette.Cameron.Pugh@dtaa.com,406.0,3482.0,29282.0,471.0,1.16,1.0,8.58,8.41,361.0,90.0,8760.0,3885.0,2905.0,5071.0,784.0,29890.1,1176.0,35150750.0,0.0,72.12,6653.0,3335.0,3318.0,1.0,126.0,441.0,16.39,1.01,0.2400368,247,1142,3419,0.93,1.0,21.58,9.57,2.9,7.16,12.49,8.21,8.17,1.93,-0.7047471404075623,-1,93.4800033569336,"Unusual behavior pattern detected (daily device usage frequency, device disconnect per day, device connect per day).",Anomaly,Critical
MDG0019,Maris Dahlia Goff,AdministrativeAssistant,Maris.Dahlia.Goff@dtaa.com,356.0,2796.0,10678.0,356.0,1.0,1.0,7.85,3.82,356.0,0.0,1259.0,230.0,610.0,393.0,256.0,255784.19,1334.0,341216100.0,332.0,29.99,6140.0,3079.0,3061.0,1.0,982.0,0.0,17.25,1.01,0.2208989,160,705,2117,0.97,1.0,3.54,0.65,3.75,1.71,1.1,8.65,8.6,0.72,-0.6640323996543884,-1,93.33999633789062,"Unusual behavior pattern detected (after-hours device usage, device connect per day, daily device usage frequency).",Anomaly,Critical
RAA1455,Ryder Acton Andrews,ComputerScientist,Ryder.Acton.Andrews@dtaa.com,489.0,4166.0,37698.0,489.0,1.0,1.0,8.52,9.05,232.0,266.0,11521.0,5082.0,3810.0,6602.0,1109.0,208579.56,1525.0,318083840.0,328.0,77.09,8437.0,4231.0,4206.0,1.0,49.0,2292.0,17.25,1.01,0.23770633,362,1501,4498,1.03,1.0,23.56,10.39,3.12,7.79,13.5,8.65,8.6,2.27,-0.6632064580917358,-1,93.08999633789062,"Unusual behavior pattern detected (weekend device usage, usb download per day, file copy per day).",Anomaly,Critical
AIP1614,Amelia Isadora Pena,Technician,Amelia.Isadora.Pena@dtaa.com,362.0,2867.0,28301.0,792.0,2.19,72.0,7.92,9.87,532.0,8.0,8700.0,3849.0,3052.0,4921.0,727.0,257939.06,360.0,92858060.0,87.0,78.18,6095.0,3056.0,3039.0,1.0,1024.0,0.0,16.84,1.01,0.19573462,234,995,2985,1.01,1.0,24.03,10.63,0.99,8.43,13.59,8.44,8.4,2.01,-0.7292488217353821,-1,93.05999755859375,"Unusual behavior pattern detected (usb upload per day, file copy per day, file access per day).",Anomaly,Critical
GSA3815,Galvin Scott Atkins,Technician,Galvin.Scott.Atkins@dtaa.com,356.0,3109.0,27543.0,356.0,1.0,1.0,8.73,8.86,356.0,0.0,8825.0,3964.0,2973.0,5071.0,781.0,281851.03,374.0,105412290.0,114.0,77.37,5624.0,2819.0,2805.0,1.0,369.0,0.0,15.8,1.0,0.27241993,237,957,2868,1.06,1.0,24.79,11.13,1.05,8.35,14.24,7.92,7.88,2.19,-0.7277296781539917,-1,92.70999908447266,"Unusual behavior pattern detected (file copy per day, usb download per day, file access per day).",Anomaly,Critical
LAH3026,Lana Abra Hart,SecurityGuard,Lana.Abra.Hart@dtaa.com,341.0,2615.0,28027.0,617.0,1.81,17.0,7.67,10.72,345.0,0.0,8514.0,3772.0,2907.0,4835.0,772.0,568945.1,1606.0,913725900.0,956.0,82.19,5431.0,2722.0,2709.0,1.0,756.0,0.0,15.93,1.0,0.20732176,351,1107,3655,1.36,0.91,24.97,11.06,4.71,8.52,14.18,7.98,7.94,2.26,-0.6939742565155029,-1,92.69000244140625,"Unusual behavior pattern detected (intensity of actions per hour, file copy per day, after-hours device usage).",Anomaly,Critical
APP2488,Amity Priscilla Phelps,MechanicalEngineer,Amity.Priscilla.Phelps@dtaa.com,356.0,2812.0,27391.0,422.0,1.19,63.0,7.9,9.74,0.0,0.0,8366.0,3765.0,2835.0,4777.0,754.0,211321.69,1107.0,233933100.0,228.0,76.94,6119.0,3063.0,3056.0,1.0,0.0,0.0,17.19,1.0,0.21805838,262,1094,3293,1.03,1.0,23.5,10.58,3.11,7.96,13.42,8.6,8.58,2.12,-0.6975961923599243,-1,92.62999725341797,"Unusual behavior pattern detected (file copy per day, usb download per day, usb upload per day).",Anomaly,Critical
ILY3152,Ima Lillith Yang,ElectricalEngineer,Ima.Lillith.Yang@dtaa.com,359.0,2435.0,23576.0,705.0,1.96,41.0,6.78,9.68,460.0,6.0,8366.0,3742.0,2830.0,4812.0,724.0,240080.9,1209.0,290257800.0,274.0,65.67,1452.0,733.0,719.0,1.0,226.0,0.0,4.04,1.02,0.43161947,168,771,2478,0.93,0.93,23.3,10.42,3.37,7.88,13.4,2.04,2.0,2.02,-0.6844958066940308,-1,92.44000244140625,"Unusual behavior pattern detected (usb download per day, file copy per day, usb upload per day).",Anomaly,Critical
AKS3496,Ann Kyra Stone,SecurityGuard,Ann.Kyra.Stone@dtaa.com,61.0,392.0,3565.0,115.0,1.89,6.0,6.43,9.09,67.0,26.0,1325.0,478.0,491.0,678.0,156.0,514059.25,273.0,140338180.0,151.0,58.44,138.0,69.0,69.0,1.0,1.0,18.0,2.26,1.0,0.5987037,298,955,2386,1.34,1.2,21.72,7.84,4.48,8.05,11.11,1.13,1.13,2.56,-0.6907702684402466,-1,91.87000274658203,"Unusual behavior pattern detected (usb upload per day, intensity of actions per hour, file access per day).",Anomaly,Critical
IKT0917,Irene Kylee Talley,Salesman,Irene.Kylee.Talley@dtaa.com,126.0,1120.0,10034.0,150.0,1.19,12.0,8.89,8.96,151.0,1.0,3025.0,1351.0,1016.0,1735.0,274.0,237021.23,640.0,151693600.0,140.0,79.63,1966.0,984.0,982.0,1.0,231.0,0.0,15.6,1.0,0.24922103,362,1217,3603,1.27,1.01,24.01,10.72,5.08,8.06,13.77,7.81,7.79,2.17,-0.7135906219482422,-1,91.11000061035156,"Unusual behavior pattern detected (file copy per day, usb download per day, file access per day).",Anomaly,Critical
IMS0862,Imani Montana Snow,ProductionLineWorker,Imani.Montana.Snow@dtaa.com,362.0,2745.0,28367.0,448.0,1.24,76.0,7.58,10.33,375.0,184.0,8953.0,4061.0,3073.0,5105.0,775.0,1156917.1,124.0,143457730.0,182.0,78.36,6228.0,3118.0,3110.0,1.0,527.0,1273.0,17.2,1.0,0.21101655,367,1278,3702,1.23,1.04,24.73,11.22,0.34,8.49,14.1,8.61,8.59,2.14,-0.689751923084259,-1,90.80000305175781,"Unusual behavior pattern detected (weekend device usage, activity per day, file copy per day).",Anomaly,Critical
AOC0982,Azalia Ori Camacho,Technician,Azalia.Ori.Camacho@dtaa.com,356.0,2901.0,28480.0,621.0,1.74,1.0,8.15,9.82,356.0,0.0,8959.0,3936.0,3104.0,5025.0,830.0,921643.94,354.0,326261950.0,386.0,80.0,6125.0,3071.0,3054.0,1.0,1038.0,0.0,17.21,1.01,0.21353988,250,1032,3038,1.04,1.02,25.17,11.06,0.99,8.72,14.12,8.63,8.58,2.33,-0.71961909532547,-1,90.80000305175781,"Unusual behavior pattern detected (usb upload per day, file access per day, file copy per day).",Anomaly,Critical
DOT1898,Derek Orlando Tillman,TestEngineer,Derek.Orlando.Tillman@dtaa.com,281.0,2348.0,24208.0,281.0,1.0,1.0,8.36,10.31,281.0,0.0,7805.0,2928.0,3111.0,3989.0,705.0,307315.72,952.0,292564580.0,243.0,86.15,4861.0,2435.0,2426.0,1.0,595.0,0.0,17.3,1.0,0.2235155,344,1319,3443,1.12,1.15,27.78,10.42,3.39,11.07,14.2,8.67,8.63,2.51,-0.6781738996505737,-1,90.5999984741211,"Unusual behavior pattern detected (usb upload per day, file access per day, file copy per day).",Anomaly,Critical
BPD2437,Benjamin Phillip Dyer,ITAdmin,Benjamin.Phillip.Dyer@dtaa.com,411.0,3079.0,15204.0,1718.0,4.18,1147.0,7.49,4.94,2344.0,396.0,3175.0,1401.0,1026.0,1732.0,417.0,590345.7,1544.0,911493700.0,959.0,36.99,2264.0,1132.0,1132.0,997.0,1794.0,264.0,5.51,1.0,0.039947916,247,808,2347,1.31,1.03,7.73,3.41,3.76,2.5,4.21,2.75,2.75,1.01,-0.6781638264656067,-1,90.08000183105469,"Unusual behavior pattern detected (weekend device usage, short-term behavioral drift, weekend system usage).",Anomaly,Critical
SJM3805,Stephanie Jaime Marquez,Technician,Stephanie.Jaime.Marquez@dtaa.com,356.0,3218.0,27471.0,356.0,1.0,1.0,9.04,8.54,356.0,0.0,8558.0,3861.0,2967.0,4878.0,713.0,807938.25,340.0,274699000.0,296.0,77.17,6155.0,3086.0,3069.0,1.0,472.0,0.0,17.29,1.01,0.25776067,219,946,2876,0.99,0.99,24.04,10.85,0.96,8.33,13.7,8.67,8.62,2.0,-0.7160024046897888,-1,89.94999694824219,"Unusual behavior pattern detected (usb upload per day, file copy per day, usb download per day).",Anomaly,Critical
SIS3576,Seth Isaiah Spence,Mathematician,Seth.Isaiah.Spence@dtaa.com,398.0,4073.0,31363.0,412.0,1.04,15.0,10.23,7.7,810.0,76.0,9407.0,4176.0,3139.0,5404.0,864.0,218852.56,1200.0,262623070.0,254.0,78.8,6815.0,3416.0,3399.0,1.0,992.0,659.0,17.12,1.01,0.2887468,323,1246,3635,1.11,1.03,23.64,10.49,3.02,7.89,13.58,8.58,8.54,2.17,-0.6663659811019897,-1,89.68000030517578,"Unusual behavior pattern detected (avg active hours per day, device disconnect per day, daily device usage frequency).",Anomaly,Critical
AED1421,Amos Elvis Dorsey,ElectricalEngineer,Amos.Elvis.Dorsey@dtaa.com,360.0,3308.0,27942.0,453.0,1.26,52.0,9.19,8.45,447.0,7.0,8417.0,3775.0,2807.0,4850.0,760.0,637366.4,1074.0,684531500.0,751.0,77.62,6119.0,3068.0,3051.0,1.0,419.0,0.0,17.0,1.01,0.25233647,251,1095,3279,0.98,1.0,23.38,10.49,2.98,7.8,13.47,8.52,8.48,2.11,-0.6735638976097107,-1,89.54000091552734,"Unusual behavior pattern detected (file copy per day, usb download per day, activity per day).",Anomaly,Critical
AFP2709,Austin Ferdinand Peck,ElectricalEngineer,Austin.Ferdinand.Peck@dtaa.com,493.0,3717.0,14995.0,890.0,1.81,1.0,7.54,4.03,495.0,382.0,1531.0,715.0,505.0,883.0,143.0,216403.52,1496.0,323739650.0,304.0,30.42,8480.0,4249.0,4231.0,1.0,2319.0,2322.0,17.2,1.0,0.18766044,221,978,2804,0.97,1.05,3.11,1.45,3.03,1.02,1.79,8.62,8.58,0.29,-0.6730051636695862,-1,89.38999938964844,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, weekend system usage).",Anomaly,Critical
FNM2124,Finn Noble Myers,ElectricalEngineer,Finn.Noble.Myers@dtaa.com,356.0,3008.0,27706.0,356.0,1.0,1.0,8.45,9.21,356.0,0.0,8412.0,3804.0,2823.0,4803.0,786.0,212968.84,1060.0,225746980.0,202.0,77.83,6092.0,3055.0,3037.0,1.0,915.0,0.0,17.11,1.01,0.22607598,249,1079,3243,0.99,1.0,23.63,10.69,2.98,7.93,13.49,8.58,8.53,2.21,-0.6718772649765015,-1,89.0999984741211,"Unusual behavior pattern detected (file copy per day, usb download per day, usb upload per day).",Anomaly,Critical
WAH2778,Winter Alice Henson,StockroomClerk,Winter.Alice.Henson@dtaa.com,370.0,3190.0,9561.0,648.0,1.75,1.0,8.62,3.0,370.0,35.0,866.0,375.0,278.0,502.0,86.0,1073840.6,126.0,135303920.0,147.0,25.84,6396.0,3205.0,3191.0,1.0,632.0,224.0,17.29,1.0,0.2305903,121,511,1507,1.01,1.02,2.34,1.01,0.34,0.75,1.36,8.66,8.62,0.23,-0.6683757305145264,-1,88.63999938964844,"Unusual behavior pattern detected (daily device usage frequency, device disconnect per day, device connect per day).",Anomaly,Critical
XCL1792,Xantha Carissa Lester,Mathematician,Xantha.Carissa.Lester@dtaa.com,422.0,4170.0,34325.0,488.0,1.16,59.0,9.88,8.23,445.0,134.0,10486.0,4746.0,3543.0,6019.0,924.0,690887.06,1314.0,907825600.0,972.0,81.34,7284.0,3648.0,3636.0,1.0,874.0,1007.0,17.26,1.0,0.26941487,316,1282,3764,1.05,1.02,24.85,11.25,3.11,8.4,14.26,8.64,8.62,2.19,-0.6623502373695374,-1,88.61000061035156,"Unusual behavior pattern detected (weekend device usage, avg active hours per day, device disconnect per day).",Anomaly,Critical
EYD2871,Echo Yen Donaldson,ProductionLineWorker,Echo.Yen.Donaldson@dtaa.com,360.0,2961.0,28970.0,700.0,1.94,22.0,8.23,9.78,434.0,6.0,9174.0,4061.0,3230.0,5116.0,828.0,1173405.2,112.0,131421384.0,165.0,80.47,6143.0,3077.0,3066.0,1.0,892.0,0.0,17.06,1.0,0.21679412,237,996,2996,1.02,1.0,25.48,11.28,0.31,8.97,14.21,8.55,8.52,2.3,-0.6787062287330627,-1,87.95999908447266,"Unusual behavior pattern detected (usb upload per day, activity per day, file access per day).",Anomaly,Critical
ABM3687,Anthony Bevis Murphy,ProductionLineWorker,Anthony.Bevis.Murphy@dtaa.com,216.0,1212.0,13222.0,464.0,2.15,74.0,5.61,10.91,208.0,124.0,4925.0,2192.0,1605.0,2867.0,453.0,1162187.1,83.0,96461540.0,119.0,61.21,878.0,441.0,437.0,1.0,24.0,158.0,4.06,1.01,0.4088323,231,770,2323,1.28,0.99,22.8,10.15,0.38,7.43,13.27,2.04,2.02,2.1,-0.6784515976905823,-1,87.9000015258789,"Unusual behavior pattern detected (usb download per day, intensity of actions per hour, file access per day).",Anomaly,Critical
JEM0546,John Edward Madden,ElectricalEngineer,John.Edward.Madden@dtaa.com,445.0,4227.0,18546.0,805.0,1.81,1.0,9.5,4.39,890.0,233.0,3667.0,1037.0,1597.0,1528.0,542.0,642738.44,1347.0,865768700.0,964.0,41.68,7675.0,3849.0,3826.0,1.0,686.0,1429.0,17.25,1.01,0.24667878,232,1034,3048,0.96,1.02,8.24,2.33,3.03,3.59,3.43,8.65,8.6,1.22,-0.6661900877952576,-1,87.58999633789062,"Unusual behavior pattern detected (weekend device usage, device connect per day, daily device usage frequency).",Anomaly,Critical
LCP0344,Len Chaim Phillips,ProductionLineWorker,Len.Chaim.Phillips@dtaa.com,402.0,3207.0,31698.0,728.0,1.81,1.0,7.98,9.88,402.0,101.0,9976.0,4410.0,3537.0,5600.0,839.0,474880.72,131.0,62209376.0,68.0,78.85,6914.0,3464.0,3450.0,1.0,670.0,618.0,17.2,1.0,0.21689948,280,1122,3234,1.07,1.04,24.82,10.97,0.33,8.8,13.93,8.62,8.58,2.09,-0.6771590709686279,-1,87.55999755859375,"Unusual behavior pattern detected (usb upload per day, activity per day, file access per day).",Anomaly,Critical
TMC3659,Tanisha Michelle Christensen,ProductionLineWorker,Tanisha.Michelle.Christensen@dtaa.com,388.0,3546.0,10479.0,862.0,2.22,151.0,9.14,2.96,458.0,96.0,1141.0,294.0,351.0,557.0,233.0,1642600.8,133.0,218465920.0,221.0,27.01,6683.0,3348.0,3335.0,1.0,1024.0,433.0,17.22,1.0,0.24276987,169,537,1618,1.35,1.0,2.94,0.76,0.34,0.9,1.44,8.63,8.6,0.6,-0.67523592710495,-1,87.06999969482422,"Unusual behavior pattern detected (after-hours device usage, device disconnect per day, daily device usage frequency).",Anomaly,Critical
BDR0510,Brielle Desiree Ramirez,ComputerProgrammer,Brielle.Desiree.Ramirez@dtaa.com,464.0,2995.0,21896.0,957.0,2.06,94.0,6.45,7.31,555.0,343.0,7605.0,3427.0,2578.0,4354.0,673.0,234531.4,1421.0,333269120.0,307.0,47.19,999.0,502.0,497.0,1.0,104.0,253.0,2.15,1.01,0.5473463,270,1008,2837,1.15,1.07,16.39,7.39,3.06,5.56,9.38,1.08,1.07,1.45,-0.6950887441635132,-1,87.0,"Unusual behavior pattern detected (file copy per day, usb download per day, intensity of actions per hour).",Anomaly,Critical
BVB1673,Brody Vernon Bonner,Salesman,Brody.Vernon.Bonner@dtaa.com,31.0,297.0,1286.0,34.0,1.1,3.0,9.58,4.33,34.0,2.0,290.0,23.0,154.0,62.0,74.0,819903.44,163.0,133644260.0,140.0,41.48,526.0,264.0,262.0,1.0,125.0,16.0,16.97,1.01,0.26943272,301,1020,1343,1.26,2.28,9.35,0.74,5.26,4.97,2.0,8.52,8.45,2.39,-0.696307361125946,-1,86.95999908447266,"Unusual behavior pattern detected (long-term behavioral drift, device connect per day, daily device usage frequency).",Anomaly,Critical
RCT1697,Rogan Cedric Thornton,Technician,Rogan.Cedric.Thornton@dtaa.com,479.0,4458.0,11775.0,955.0,1.99,82.0,9.31,2.64,499.0,366.0,691.0,296.0,198.0,407.0,86.0,709069.75,478.0,338935330.0,350.0,24.58,8251.0,4133.0,4118.0,1.0,1313.0,1937.0,17.23,1.0,0.24317843,169,676,2108,1.07,0.96,1.44,0.62,1.0,0.41,0.85,8.63,8.6,0.18,-0.6993895173072815,-1,86.05000305175781,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, device disconnect per day).",Anomaly,Critical
JSM3931,Jameson Simon Mcleod,ProductionLineWorker,Jameson.Simon.Mcleod@dtaa.com,356.0,2825.0,24420.0,356.0,1.0,1.0,7.94,8.64,356.0,0.0,7620.0,3407.0,2595.0,4313.0,712.0,387968.88,131.0,50823924.0,56.0,68.6,5642.0,2827.0,2815.0,1.0,542.0,0.0,15.85,1.0,0.24523741,200,834,2514,1.03,1.0,21.4,9.57,0.37,7.29,12.12,7.94,7.91,2.0,-0.6708649396896362,-1,85.94999694824219,"Unusual behavior pattern detected (activity per day, usb upload per day, file copy per day).",Anomaly,Critical
MIC2325,Michelle Indigo Cote,Salesman,Michelle.Indigo.Cote@dtaa.com,356.0,3326.0,25861.0,356.0,1.0,1.0,9.34,7.78,356.0,0.0,7844.0,2446.0,2688.0,4257.0,899.0,230397.23,1808.0,416558240.0,411.0,72.64,6106.0,3063.0,3043.0,1.0,1022.0,0.0,17.15,1.01,0.25259596,272,1125,3406,1.03,0.99,22.03,6.87,5.08,7.55,11.96,8.6,8.55,2.53,-0.687983512878418,-1,84.94999694824219,"Unusual behavior pattern detected (usb upload per day, usb download per day, file access per day).",Anomaly,Critical
DTG1294,Dominic Tad Gibbs,MaterialsEngineer,Dominic.Tad.Gibbs@dtaa.com,366.0,3210.0,11990.0,756.0,2.07,26.0,8.77,3.74,536.0,17.0,1465.0,662.0,485.0,842.0,138.0,565448.7,1101.0,622559000.0,676.0,32.76,6143.0,3078.0,3065.0,1.0,834.0,0.0,16.78,1.0,0.21443783,152,705,2117,0.92,1.0,4.0,1.81,3.01,1.33,2.3,8.41,8.37,0.38,-0.6743317246437073,-1,84.66000366210938,"Unusual behavior pattern detected (after-hours device usage, device disconnect per day, daily device usage frequency).",Anomaly,Critical
DOM0586,Dieter Octavius Mcbride,MechanicalEngineer,Dieter.Octavius.Mcbride@dtaa.com,50.0,451.0,1464.0,50.0,1.0,1.0,9.02,3.25,50.0,0.0,160.0,51.0,51.0,85.0,24.0,217121.77,154.0,33436752.0,26.0,29.28,863.0,432.0,431.0,1.0,57.0,0.0,17.26,1.0,0.2288146,197,717,1552,1.18,1.39,3.2,1.02,3.08,1.02,1.7,8.64,8.62,0.48,-0.6632261872291565,-1,83.97000122070312,"Unusual behavior pattern detected (long-term behavioral drift, device disconnect per day, daily device usage frequency).",Anomaly,Critical
